2021-02-14,United Kingdom,"4,027,106
","116,908
","14,012,224",20.6%,"1,015"
2021-02-14,France,"3,448,617
","81,647
","2,146,212",3.2%,354
2021-02-14,France,"3,448,617
","81,647
","2,146,212",3.2%,354
2021-02-14,Spain,"3,056,035
","64,747
","1,422,560",3.0%,814
2021-02-14,Spain,"3,056,035
","64,747
","1,422,560",3.0%,814
2021-02-14,Italy,"2,710,819
","93,356
","1,622,537",2.7%,462
2021-02-14,Italy,"2,710,819
","93,356
","1,622,537",2.7%,462
2021-02-14,Turkey,"2,579,896
","27,377
","3,307,150",3.9%,927
2021-02-14,Turkey,"2,579,896
","27,377
","3,307,150",3.9%,927
2021-02-14,Germany,"2,336,905
","65,420
","2,635,673",3.2%,366
2021-02-14,Germany,"2,336,905
","65,420
","2,635,673",3.2%,366
2021-02-14,Argentina,"2,021,538
","50,188
","368,023",0.8%,39
2021-02-14,Argentina,"2,021,538
","50,188
","368,023",0.8%,39
2021-02-14,Mexico,"1,988,695
","173,771
","640,115",0.5%,104
2021-02-14,Mexico,"1,988,695
","173,771
","640,115",0.5%,104
2021-02-14,Poland,"1,588,955
","40,807
","1,446,102",3.8%,659
2021-02-14,Poland,"1,588,955
","40,807
","1,446,102",3.8%,659
2021-02-14,Iran,"1,510,873
","58,883
","3,000",0.0%,168
2021-02-14,Iran,"1,510,873
","58,883
","3,000",0.0%,168
2021-02-14,Peru,"1,227,205
","43,491
","67,546",0.2%,117
2021-02-14,Peru,"1,227,205
","43,491
","67,546",0.2%,117
2021-02-14,Indonesia,"1,210,703
","32,936
","1,017,186",0.4%,"1,282"
2021-02-14,Indonesia,"1,210,703
","32,936
","1,017,186",0.4%,"1,282"
2021-02-14,Czech Republic,"1,088,009
","18,143
","283,453",2.7%,302
2021-02-14,Czech Republic,"1,088,009
","18,143
","283,453",2.7%,302
2021-02-14,Netherlands,"1,025,837
","14,793
","518,710",--,620
2021-02-14,Netherlands,"1,025,837
","14,793
","518,710",--,620
2021-02-14,Canada,"823,353
","21,228
","1,221,539",--,55
2021-02-14,Canada,"823,353
","21,228
","1,221,539",--,55
2021-02-14,Portugal,"785,756
","15,321
","310,715",3.1%,688
2021-02-14,Portugal,"785,756
","15,321
","310,715",3.1%,688
2021-02-14,Chile,"776,209
","19,541
","1,792,718",9.4%,57
2021-02-14,Chile,"776,209
","19,541
","1,792,718",9.4%,57
2021-02-14,Romania,"761,963
","19,366
","970,967",5.0%,696
2021-02-14,Romania,"761,963
","19,366
","970,967",5.0%,696
2021-02-14,Belgium,"737,115
","21,634
","355,645",3.1%,268
2021-02-14,Belgium,"737,115
","21,634
","355,645",3.1%,268
2021-02-14,Israel,"721,846
","5,351
","3,780,718",43.7%,439
2021-02-14,Israel,"721,846
","5,351
","3,780,718",43.7%,439
2021-02-14,Sweden,"608,411
","12,428
","341,656",3.4%,823
2021-02-14,Sweden,"608,411
","12,428
","341,656",3.4%,823
2021-02-14,Switzerland,"540,727
","9,031
","481,405",--,837
2021-02-14,Switzerland,"540,727
","9,031
","481,405",--,837
2021-02-14,Bangladesh,"540,266
","8,266
","337,769",0.2%,"1,034"
2021-02-14,Bangladesh,"540,266
","8,266
","337,769",0.2%,"1,034"
2021-02-14,Morocco,"478,135
","8,460
","1,112,103",--,184
2021-02-14,Morocco,"478,135
","8,460
","1,112,103",--,184
2021-02-14,Austria,"433,407
","8,211
","229,317",2.6%,231
2021-02-14,Austria,"433,407
","8,211
","229,317",2.6%,231
2021-02-14,Serbia,"420,879
","4,230
","636,119",9.4%,740
2021-02-14,Serbia,"420,879
","4,230
","783,161",11.5%,740
2021-02-14,Hungary,"387,462
","13,706
","330,745",3.4%,374
2021-02-14,Hungary,"387,462
","13,706
","330,745",3.4%,374
2021-02-14,Saudi Arabia,"372,410
","6,429
","444,465",--,210
2021-02-14,Saudi Arabia,"372,410
","6,429
","444,465",--,210
2021-02-14,United Arab Emirates,"348,772
","1,014
","4,901,795",--,220
2021-02-14,United Arab Emirates,"348,772
","1,014
","4,901,795",--,220
2021-02-14,Panama,"331,692
","5,621
","12,441",--,109
2021-02-14,Panama,"331,692
","5,621
","12,441",--,109
2021-02-14,Slovakia,"276,234
","5,812
","220,826",4.0%,748
2021-02-14,Slovakia,"276,234
","5,812
","220,826",4.0%,748
2021-02-14,Nepal,"272,718
","2,054
","158,487",--,"1,460"
2021-02-14,Nepal,"272,718
","2,054
","158,487",--,"1,460"
2021-02-14,Ecuador,"265,527
","15,269
","6,228",0.0%,71
2021-02-14,Ecuador,"265,527
","15,269
","6,228",0.0%,71
2021-02-14,Croatia,"237,657
","5,318
","64,775",1.6%,283
2021-02-14,Croatia,"237,657
","5,318
","64,775",1.6%,283
2021-02-14,Bulgaria,"229,516
","9,608
","54,123",0.8%,282
2021-02-14,Bulgaria,"229,516
","9,608
","54,123",0.8%,282
2021-02-14,Ireland,"208,796
","3,931
","158,904",3.2%,398
2021-02-14,Ireland,"208,796
","3,931
","158,904",3.2%,398
2021-02-14,Denmark,"203,793
","2,280
","212,206",3.7%,313
2021-02-14,Denmark,"203,793
","2,280
","212,206",3.7%,313
2021-02-14,Costa Rica,"199,187
","2,714
","46,750",0.9%,65
2021-02-14,Costa Rica,"199,187
","2,714
","46,750",0.9%,65
2021-02-14,Lithuania,"190,724
","3,070
","97,384",3.6%,548
2021-02-14,Lithuania,"190,724
","3,070
","97,384",3.6%,548
2021-02-14,Slovenia,"178,133
","3,692
","69,912",3.4%,799
2021-02-14,Slovenia,"178,133
","3,692
","69,912",3.4%,799
2021-02-14,Kuwait,"176,903
","998
","35,000",--,181
2021-02-14,Kuwait,"176,903
","998
","35,000",--,181
2021-02-14,Egypt,"173,202
","9,935
","1,315",--,164
2021-02-14,Egypt,"173,202
","9,935
","1,315",--,164
2021-02-14,Greece,"171,466
","6,103
","366,749",3.5%,367
2021-02-14,Greece,"171,466
","6,103
","366,749",3.5%,367
2021-02-14,Qatar,"157,244
","255
","50,000",--,208
2021-02-14,Qatar,"157,244
","255
","50,000",--,208
2021-02-14,Myanmar,"141,601
","3,189
","103,142",--,"1,422"
2021-02-14,Myanmar,"141,601
","3,189
","103,142",--,"1,422"
2021-02-14,Oman,"136,622
","1,539
","55,013",1.1%,196
2021-02-14,Oman,"136,622
","1,539
","55,013",1.1%,196
2021-02-14,Bosnia and Herzegovina,"125,402
","4,881
",30,0.0%,279
2021-02-14,Bosnia and Herzegovina,"125,402
","4,881
",30,0.0%,279
2021-02-14,Bahrain,"111,312
","397
","232,540",13.7%,159
2021-02-14,Bahrain,"111,312
","397
","232,540",13.7%,159
2021-02-14,Algeria,"110,303
","2,932
",30,--,3
2021-02-14,Algeria,"110,303
","2,932
",30,--,3
2021-02-14,Albania,"91,987
","1,543
",689,0.0%,222
2021-02-14,Albania,"91,987
","1,543
",689,0.0%,222
2021-02-14,China,"89,756
","4,636
","40,520,000",--,"2,151"
2021-02-14,Latvia,"75,509
","1,431
","20,429",1.1%,521
2021-02-14,Latvia,"75,509
","1,431
","20,429",1.1%,521
2021-02-14,Sri Lanka,"74,852
","390
","176,725",--,"1,486"
2021-02-14,Sri Lanka,"74,852
","390
","176,725",--,"1,486"
2021-02-14,Norway,"66,392
","592
","221,819",4.1%,658
2021-02-14,Norway,"66,392
","592
","221,819",4.1%,658
2021-02-14,Singapore,"59,786
","29
","250,000",4.3%,"5,215"
2021-02-14,Singapore,"59,786
","29
","250,000",4.3%,"5,215"
2021-02-14,Luxembourg,"52,539
","606
","16,131",2.6%,553
2021-02-14,Luxembourg,"52,539
","606
","16,131",2.6%,553
2021-02-14,Estonia,"52,416
","495
","44,486",3.4%,318
2021-02-14,Estonia,"52,416
","495
","44,486",3.4%,318
2021-02-14,Finland,"50,319
","710
","197,540",3.6%,343
2021-02-14,Finland,"50,319
","710
","197,540",3.6%,343
2021-02-14,Cyprus,"32,288
","219
","41,673",4.8%,284
2021-02-14,Cyprus,"32,288
","219
","41,673",4.8%,284
2021-02-14,Malta,"19,789
","293
","32,524",7.4%,554
2021-02-14,Malta,"19,789
","293
","32,524",7.4%,554
2021-02-14,Maldives,"17,387
","56
","25,327",--,"1,361"
2021-02-14,Maldives,"17,387
","56
","25,327",--,"1,361"
2021-02-14,Andorra,"10,427
","106
","1,291",1.7%,225
2021-02-14,Andorra,"10,427
","106
","1,291",1.7%,225
2021-02-14,Iceland,"6,033
","29
","14,086",4.1%,377
2021-02-14,Iceland,"6,033
","29
","14,086",4.1%,377
2021-02-14,Seychelles,"1,768
","7
","37,952",38.6%,21
2021-02-14,Seychelles,"1,768
","7
","37,952",38.6%,21
2021-02-14,Monaco,"1,752
","21
","2,400",--,585
2021-02-14,Monaco,"1,752
","21
","2,400",--,585
2021-02-14,Mauritius,"595
","10
",207,0.0%,16
2021-02-14,Mauritius,"595
","10
",207,0.0%,16
2021-02-14,Marshall Islands,"4
","0
","4,980",8.5%,"3,441"
2021-02-14,Marshall Islands,"4
","0
","4,980",8.5%,"3,441"
"
"
"
"
2021-02-14,India,"10,904,940
","155,642
","7,967,647",--,"1,160","2,592,583
"
2021-02-14,India,"10,904,940
","155,642
","8,263,858",--,"1,160","2,592,583
"
2021-02-14,India,"10,904,940
","155,642
","8,263,858",--,"1,160","2,592,583
"
2021-02-14,India,"10,904,940
","155,642
","8,263,858",--,"1,160","2,592,583
"
2021-02-14,Brazil,"9,811,255
","238,647
","4,586,270",2.2%,55,"1,363,767
"
2021-02-14,Brazil,"9,811,255
","238,647
","4,586,270",2.2%,55,"1,363,767
"
2021-02-14,Brazil,"9,811,255
","238,647
","4,586,270",2.2%,55,"1,363,767
"
2021-02-14,Brazil,"9,811,255
","238,647
","4,586,270",2.2%,55,"1,363,767
"
2021-02-14,United Kingdom,"4,027,106
","116,908
","14,012,224",20.6%,"1,015","2,638,296
"
2021-02-14,United Kingdom,"4,027,106
","116,908
","14,012,224",20.6%,"1,015","2,638,296
"
2021-02-14,United Kingdom,"4,027,106
","116,908
","15,062,189",22.2%,"1,015","2,638,296
"
2021-02-14,United Kingdom,"4,027,106
","116,908
","15,062,189",22.2%,"1,015","2,638,296
"
2021-02-14,France,"3,448,617
","81,647
","2,146,212",3.2%,354,"2,551,451
"
2021-02-14,France,"3,448,617
","81,647
","2,146,212",3.2%,354,"2,551,451
"
2021-02-14,France,"3,448,617
","81,647
","2,146,212",3.2%,354,"2,551,451
"
2021-02-14,France,"3,448,617
","81,647
","2,146,212",3.2%,354,"2,551,451
"
2021-02-14,Spain,"3,056,035
","64,747
","1,422,560",3.0%,814,"1,247,464
"
2021-02-14,Spain,"3,056,035
","64,747
","1,422,560",3.0%,814,"1,247,464
"
2021-02-14,Spain,"3,056,035
","64,747
","1,422,560",3.0%,814,"1,247,464
"
2021-02-14,Spain,"3,056,035
","64,747
","1,422,560",3.0%,814,"1,247,464
"
2021-02-14,Italy,"2,710,819
","93,356
","1,622,537",2.7%,462,"1,848,222
"
2021-02-14,Italy,"2,710,819
","93,356
","1,622,537",2.7%,462,"1,848,222
"
2021-02-14,Italy,"2,710,819
","93,356
","1,622,537",2.7%,462,"1,848,222
"
2021-02-14,Italy,"2,710,819
","93,356
","1,622,537",2.7%,462,"1,848,222
"
2021-02-14,Turkey,"2,579,896
","27,377
","3,307,150",3.9%,927,"649,436
"
2021-02-14,Turkey,"2,579,896
","27,377
","3,307,150",3.9%,927,"649,436
"
2021-02-14,Turkey,"2,579,896
","27,377
","3,307,150",3.9%,927,"649,436
"
2021-02-14,Turkey,"2,579,896
","27,377
","3,307,150",3.9%,927,"649,436
"
2021-02-14,Germany,"2,336,905
","65,420
","2,635,673",3.2%,366,"3,780,553
"
2021-02-14,Germany,"2,336,905
","65,420
","2,635,673",3.2%,366,"3,780,553
"
2021-02-14,Germany,"2,336,905
","65,420
","2,635,673",3.2%,366,"3,780,553
"
2021-02-14,Germany,"2,336,905
","65,420
","2,635,673",3.2%,366,"3,780,553
"
2021-02-14,Argentina,"2,021,538
","50,188
","368,023",0.8%,39,"382,760
"
2021-02-14,Argentina,"2,021,538
","50,188
","368,023",0.8%,39,"382,760
"
2021-02-14,Argentina,"2,021,538
","50,188
","368,023",0.8%,39,"382,760
"
2021-02-14,Argentina,"2,021,538
","50,188
","368,023",0.8%,39,"382,760
"
2021-02-14,Mexico,"1,988,695
","173,771
","640,115",0.5%,104,"1,040,372
"
2021-02-14,Mexico,"1,988,695
","173,771
","640,115",0.5%,104,"1,040,372
"
2021-02-14,Mexico,"1,988,695
","173,771
","640,115",0.5%,104,"1,040,372
"
2021-02-14,Mexico,"1,988,695
","173,771
","640,115",0.5%,104,"1,040,372
"
2021-02-14,Poland,"1,588,955
","40,807
","1,446,102",3.8%,659,"580,894
"
2021-02-14,Poland,"1,588,955
","40,807
","1,446,102",3.8%,659,"580,894
"
2021-02-14,Poland,"1,588,955
","40,807
","1,446,102",3.8%,659,"580,894
"
2021-02-14,Poland,"1,588,955
","40,807
","1,446,102",3.8%,659,"580,894
"
2021-02-14,Iran,"1,510,873
","58,883
","3,000",0.0%,168,"610,662
"
2021-02-14,Iran,"1,510,873
","58,883
","3,000",0.0%,168,"610,662
"
2021-02-14,Iran,"1,510,873
","58,883
","3,000",0.0%,168,"610,662
"
2021-02-14,Iran,"1,510,873
","58,883
","3,000",0.0%,168,"610,662
"
2021-02-14,Peru,"1,227,205
","43,491
","67,546",0.2%,117,"195,761
"
2021-02-14,Peru,"1,227,205
","43,491
","67,546",0.2%,117,"195,761
"
2021-02-14,Peru,"1,227,205
","43,491
","67,546",0.2%,117,"195,761
"
2021-02-14,Peru,"1,227,205
","43,491
","67,546",0.2%,117,"195,761
"
2021-02-14,Indonesia,"1,210,703
","32,936
","1,017,186",0.4%,"1,282","1,088,768
"
2021-02-14,Indonesia,"1,210,703
","32,936
","1,017,186",0.4%,"1,282","1,088,768
"
2021-02-14,Indonesia,"1,210,703
","32,936
","1,017,186",0.4%,"1,282","1,088,768
"
2021-02-14,Indonesia,"1,210,703
","32,936
","1,017,186",0.4%,"1,282","1,088,768
"
2021-02-14,Czech Republic,"1,088,009
","18,143
","283,453",2.7%,302,"241,975
"
2021-02-14,Czech Republic,"1,088,009
","18,143
","283,453",2.7%,302,"241,975
"
2021-02-14,Czech Republic,"1,088,009
","18,143
","283,453",2.7%,302,"241,975
"
2021-02-14,Czech Republic,"1,088,009
","18,143
","283,453",2.7%,302,"241,975
"
2021-02-14,Netherlands,"1,025,837
","14,793
","518,710",--,620,"886,339
"
2021-02-14,Netherlands,"1,025,837
","14,793
","518,710",--,620,"886,339
"
2021-02-14,Netherlands,"1,025,837
","14,793
","518,710",--,620,"886,339
"
2021-02-14,Netherlands,"1,025,837
","14,793
","518,710",--,620,"886,339
"
2021-02-14,Canada,"823,353
","21,228
","1,221,539",--,55,"1,600,264
"
2021-02-14,Canada,"823,353
","21,228
","1,221,539",--,55,"1,600,264
"
2021-02-14,Canada,"823,353
","21,228
","1,221,539",--,55,"1,600,264
"
2021-02-14,Canada,"823,353
","21,228
","1,221,539",--,55,"1,600,264
"
2021-02-14,Portugal,"785,756
","15,321
","310,715",3.1%,688,"221,716
"
2021-02-14,Portugal,"785,756
","15,321
","310,715",3.1%,688,"221,716
"
2021-02-14,Portugal,"785,756
","15,321
","310,715",3.1%,688,"221,716
"
2021-02-14,Portugal,"785,756
","15,321
","310,715",3.1%,688,"221,716
"
2021-02-14,Chile,"776,209
","19,541
","1,792,718",9.4%,57,"245,414
"
2021-02-14,Chile,"776,209
","19,541
","1,792,718",9.4%,57,"245,414
"
2021-02-14,Chile,"776,209
","19,541
","1,792,718",9.4%,57,"245,414
"
2021-02-14,Chile,"776,209
","19,541
","1,792,718",9.4%,57,"245,414
"
2021-02-14,Romania,"761,963
","19,366
","970,967",5.0%,696,"248,624
"
2021-02-14,Romania,"761,963
","19,366
","970,967",5.0%,696,"248,624
"
2021-02-14,Romania,"761,963
","19,366
","970,967",5.0%,696,"248,624
"
2021-02-14,Romania,"761,963
","19,366
","970,967",5.0%,696,"248,624
"
2021-02-14,Belgium,"737,115
","21,634
","355,645",3.1%,268,"503,416
"
2021-02-14,Belgium,"737,115
","21,634
","355,645",3.1%,268,"503,416
"
2021-02-14,Belgium,"737,115
","21,634
","355,645",3.1%,268,"503,416
"
2021-02-14,Belgium,"737,115
","21,634
","355,645",3.1%,268,"503,416
"
2021-02-14,Israel,"721,846
","5,351
","3,780,718",43.7%,439,"383,425
"
2021-02-14,Israel,"721,846
","5,351
","3,780,718",43.7%,439,"383,425
"
2021-02-14,Israel,"721,846
","5,351
","3,780,718",43.7%,439,"383,425
"
2021-02-14,Israel,"721,846
","5,351
","3,780,718",43.7%,439,"383,425
"
2021-02-14,Sweden,"608,411
","12,428
","341,656",3.4%,823,"529,054
"
2021-02-14,Sweden,"608,411
","12,428
","341,656",3.4%,823,"529,054
"
2021-02-14,Sweden,"608,411
","12,428
","341,656",3.4%,823,"529,054
"
2021-02-14,Sweden,"608,411
","12,428
","341,656",3.4%,823,"529,054
"
2021-02-14,Switzerland,"540,727
","9,031
","481,405",--,837,"707,868
"
2021-02-14,Switzerland,"540,727
","9,031
","481,405",--,837,"707,868
"
2021-02-14,Switzerland,"540,727
","9,031
","481,405",--,837,"707,868
"
2021-02-14,Switzerland,"540,727
","9,031
","481,405",--,837,"707,868
"
2021-02-14,Bangladesh,"540,266
","8,266
","337,769",0.2%,"1,034","317,768
"
2021-02-14,Bangladesh,"540,266
","8,266
","337,769",0.2%,"1,034","317,768
"
2021-02-14,Bangladesh,"540,266
","8,266
","337,769",0.2%,"1,034","317,768
"
2021-02-14,Bangladesh,"540,266
","8,266
","337,769",0.2%,"1,034","317,768
"
2021-02-14,Morocco,"478,135
","8,460
","1,112,103",--,184,"112,220
"
2021-02-14,Morocco,"478,135
","8,460
","1,112,103",--,184,"112,220
"
2021-02-14,Morocco,"478,135
","8,460
","1,112,103",--,184,"112,220
"
2021-02-14,Morocco,"478,135
","8,460
","1,112,103",--,184,"112,220
"
2021-02-14,Austria,"433,407
","8,211
","229,317",2.6%,231,"432,894
"
2021-02-14,Austria,"433,407
","8,211
","229,317",2.6%,231,"432,894
"
2021-02-14,Austria,"433,407
","8,211
","229,317",2.6%,231,"432,894
"
2021-02-14,Austria,"433,407
","8,211
","229,317",2.6%,231,"432,894
"
2021-02-14,Serbia,"420,879
","4,230
","636,119",9.4%,740,"51,999
"
2021-02-14,Serbia,"420,879
","4,230
","783,161",11.5%,740,"51,999
"
2021-02-14,Serbia,"420,879
","4,230
","783,161",11.5%,740,"51,999
"
2021-02-14,Serbia,"420,879
","4,230
","783,161",11.5%,740,"51,999
"
2021-02-14,Hungary,"387,462
","13,706
","330,745",3.4%,374,"149,939
"
2021-02-14,Hungary,"387,462
","13,706
","330,745",3.4%,374,"149,939
"
2021-02-14,Hungary,"387,462
","13,706
","330,745",3.4%,374,"149,939
"
2021-02-14,Hungary,"387,462
","13,706
","330,745",3.4%,374,"149,939
"
2021-02-14,Saudi Arabia,"372,410
","6,429
","444,465",--,210,"680,897
"
2021-02-14,Saudi Arabia,"372,410
","6,429
","444,465",--,210,"680,897
"
2021-02-14,Saudi Arabia,"372,410
","6,429
","444,465",--,210,"680,897
"
2021-02-14,Saudi Arabia,"372,410
","6,429
","444,465",--,210,"680,897
"
2021-02-14,United Arab Emirates,"348,772
","1,014
","4,901,795",--,220,"353,899
"
2021-02-14,United Arab Emirates,"348,772
","1,014
","4,901,795",--,220,"353,899
"
2021-02-14,United Arab Emirates,"348,772
","1,014
","4,901,795",--,220,"353,899
"
2021-02-14,United Arab Emirates,"348,772
","1,014
","4,901,795",--,220,"353,899
"
2021-02-14,Panama,"331,692
","5,621
","12,441",--,109,"60,286
"
2021-02-14,Panama,"331,692
","5,621
","12,441",--,109,"60,286
"
2021-02-14,Panama,"331,692
","5,621
","12,441",--,109,"60,286
"
2021-02-14,Panama,"331,692
","5,621
","12,441",--,109,"60,286
"
2021-02-14,Slovakia,"276,234
","5,812
","220,826",4.0%,748,"101,892
"
2021-02-14,Slovakia,"276,234
","5,812
","220,826",4.0%,748,"101,892
"
2021-02-14,Slovakia,"276,234
","5,812
","220,826",4.0%,748,"101,892
"
2021-02-14,Slovakia,"276,234
","5,812
","220,826",4.0%,748,"101,892
"
2021-02-14,Nepal,"272,718
","2,054
","158,487",--,"1,460","32,158
"
2021-02-14,Nepal,"272,718
","2,054
","158,487",--,"1,460","32,158
"
2021-02-14,Nepal,"272,718
","2,054
","158,487",--,"1,460","32,158
"
2021-02-14,Nepal,"272,718
","2,054
","158,487",--,"1,460","32,158
"
2021-02-14,Ecuador,"267,223
","15,321
","6,228",0.0%,71,"93,078
"
2021-02-14,Ecuador,"267,223
","15,321
","6,228",0.0%,71,"93,078
"
2021-02-14,Ecuador,"267,223
","15,321
","6,228",0.0%,71,"93,078
"
2021-02-14,Ecuador,"267,223
","15,321
","6,228",0.0%,71,"93,078
"
2021-02-14,Croatia,"237,657
","5,318
","64,775",1.6%,283,"56,768
"
2021-02-14,Croatia,"237,657
","5,318
","64,775",1.6%,283,"56,768
"
2021-02-14,Croatia,"237,657
","5,318
","64,775",1.6%,283,"56,768
"
2021-02-14,Croatia,"237,657
","5,318
","64,775",1.6%,283,"56,768
"
2021-02-14,Bulgaria,"229,516
","9,608
","54,123",0.8%,282,"67,917
"
2021-02-14,Bulgaria,"229,516
","9,608
","54,123",0.8%,282,"67,917
"
2021-02-14,Bulgaria,"229,516
","9,608
","54,123",0.8%,282,"67,917
"
2021-02-14,Bulgaria,"229,516
","9,608
","54,123",0.8%,282,"67,917
"
2021-02-14,Ireland,"208,796
","3,931
","158,904",3.2%,398,"399,064
"
2021-02-14,Ireland,"208,796
","3,931
","158,904",3.2%,398,"399,064
"
2021-02-14,Ireland,"208,796
","3,931
","158,904",3.2%,398,"399,064
"
2021-02-14,Ireland,"208,796
","3,931
","158,904",3.2%,398,"399,064
"
2021-02-14,Denmark,"203,793
","2,280
","212,206",3.7%,313,"339,626
"
2021-02-14,Denmark,"203,793
","2,280
","212,206",3.7%,313,"339,626
"
2021-02-14,Denmark,"203,793
","2,280
","212,206",3.7%,313,"339,626
"
2021-02-14,Denmark,"203,793
","2,280
","212,206",3.7%,313,"339,626
"
2021-02-14,Costa Rica,"199,187
","2,714
","46,750",0.9%,65,"59,645
"
2021-02-14,Costa Rica,"199,187
","2,714
","46,750",0.9%,65,"59,645
"
2021-02-14,Costa Rica,"199,187
","2,714
","46,750",0.9%,65,"59,645
"
2021-02-14,Costa Rica,"199,187
","2,714
","46,750",0.9%,65,"59,645
"
2021-02-14,Lithuania,"190,724
","3,070
","97,384",3.6%,548,"55,064
"
